timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,19944.17,19948.84,19943.79,19948.19,68.5178
2021-01-01 01:00:00+00:00,19948.33,20110.55,19948.33,20085.9,178.5245
2021-01-01 02:00:00+00:00,20094.14,20157.95,20078.85,20143.51,118.7816
2021-01-01 03:00:00+00:00,20147.8,20147.8,20044.95,20056.73,123.4973
2021-01-01 04:00:00+00:00,20063.93,20162.29,20047.08,20150.09,88.5495
2021-01-01 05:00:00+00:00,20155.32,20169.37,19913.28,19947.71,228.5879
2021-01-01 06:00:00+00:00,19941.86,20039.97,19941.67,20029.61,186.0392
2021-01-01 07:00:00+00:00,20043.2,20043.2,19951.13,19951.13,108.3048
2021-01-01 08:00:00+00:00,19946.95,20062.3,19946.95,20038.33,100.9151
2021-01-01 09:00:00+00:00,20042.21,20105.1,20031.47,20099.04,105.6532
2021-01-01 10:00:00+00:00,20086.09,20086.09,19971.21,19991.75,190.8366
2021-01-01 11:00:00+00:00,19986.91,20064.76,19973.96,20064.76,166.4353
2021-01-01 12:00:00+00:00,20061.37,20118.75,20061.37,20111.98,54.0174
2021-01-01 13:00:00+00:00,20112.15,20139.26,20011.22,20021.45,189.1947
2021-01-01 14:00:00+00:00,20014.47,20332.82,20014.47,20301.15,68.2913
2021-01-01 15:00:00+00:00,20296.68,20419.68,20296.68,20414.04,148.3413
2021-01-01 16:00:00+00:00,20423.24,20451.4,20205.37,20246.65,143.4071
2021-01-01 17:00:00+00:00,20249.75,20269.58,20102.0,20107.73,143.4503
2021-01-01 18:00:00+00:00,20102.58,20151.53,20102.58,20151.53,88.54
2021-01-01 19:00:00+00:00,20143.5,20194.76,20143.5,20194.76,117.4138
2021-01-01 20:00:00+00:00,20196.11,20218.07,20091.36,20092.59,103.6212
2021-01-01 21:00:00+00:00,20085.72,20316.46,20058.1,20262.49,157.251
2021-01-01 22:00:00+00:00,20263.41,20277.54,20260.81,20275.65,118.9457
2021-01-01 23:00:00+00:00,20276.29,20276.29,20154.06,20154.06,65.2406
2021-01-02 00:00:00+00:00,20154.9,20154.9,20101.21,20101.21,99.9428
2021-01-02 01:00:00+00:00,20103.12,20103.12,20075.78,20075.78,90.8001
2021-01-02 02:00:00+00:00,20071.82,20092.59,19859.9,19859.9,66.1308
2021-01-02 03:00:00+00:00,19862.64,19862.64,19744.97,19744.97,146.4584
2021-01-02 04:00:00+00:00,19742.47,19765.15,19497.87,19497.87,182.6186
2021-01-02 05:00:00+00:00,19505.88,19505.88,19446.46,19457.69,93.5228
2021-01-02 06:00:00+00:00,19462.71,19547.63,19451.22,19540.18,77.7906
2021-01-02 07:00:00+00:00,19528.03,19535.31,19335.74,19366.0,95.5688
2021-01-02 08:00:00+00:00,19364.66,19416.39,19364.66,19408.9,73.0565
2021-01-02 09:00:00+00:00,19413.72,19413.72,19219.69,19249.67,91.4347
2021-01-02 10:00:00+00:00,19255.79,19257.17,19218.85,19227.35,93.6219
2021-01-02 11:00:00+00:00,19226.63,19226.63,19158.08,19158.08,164.5149
2021-01-02 12:00:00+00:00,19155.01,19184.33,18997.02,18997.02,162.8591
2021-01-02 13:00:00+00:00,18988.22,18988.22,18920.3,18924.26,62.3655
2021-01-02 14:00:00+00:00,18930.22,18930.22,18743.13,18763.43,92.2394
2021-01-02 15:00:00+00:00,18766.38,18806.61,18766.38,18801.27,134.497
2021-01-02 16:00:00+00:00,18808.38,18808.98,18805.58,18806.84,157.4267
2021-01-02 17:00:00+00:00,18812.12,19030.72,18812.12,18963.77,146.0984
2021-01-02 18:00:00+00:00,18971.8,18973.54,18771.58,18771.58,129.4873
2021-01-02 19:00:00+00:00,18763.75,18914.13,18759.71,18914.13,99.413
2021-01-02 20:00:00+00:00,18918.79,18926.06,18903.33,18903.33,119.797
2021-01-02 21:00:00+00:00,18896.83,18963.8,18896.83,18956.16,128.8483
