timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,20009.54,20011.45,20001.45,20004.08,103.3318
2021-01-01 01:00:00+00:00,19991.43,20211.7,19966.0,20178.86,75.5568
2021-01-01 02:00:00+00:00,20166.0,20347.96,20158.54,20347.96,39.5428
2021-01-01 03:00:00+00:00,20353.06,20356.13,20265.52,20291.5,101.7263
2021-01-01 04:00:00+00:00,20293.97,20295.63,20244.02,20249.19,118.9746
2021-01-01 05:00:00+00:00,20239.55,20251.51,20170.28,20178.16,309.0463
2021-01-01 06:00:00+00:00,20178.02,20249.47,20170.72,20247.3,193.4317
2021-01-01 07:00:00+00:00,20239.82,20244.62,20238.33,20243.91,80.7541
2021-01-01 08:00:00+00:00,20248.88,20341.99,20231.52,20340.41,71.0854
2021-01-01 09:00:00+00:00,20332.39,20332.39,20106.83,20106.83,389.7677
2021-01-01 10:00:00+00:00,20103.15,20372.55,20089.97,20295.05,318.0409
2021-01-01 11:00:00+00:00,20298.02,20299.98,20292.43,20293.59,72.4547
2021-01-01 12:00:00+00:00,20293.96,20381.77,20293.96,20381.77,125.1381
2021-01-01 13:00:00+00:00,20388.29,20388.3,20361.31,20368.98,84.8132
2021-01-01 14:00:00+00:00,20371.61,20373.49,20318.58,20318.58,258.3884
2021-01-01 15:00:00+00:00,20309.48,20388.71,20295.13,20375.57,59.8626
2021-01-01 16:00:00+00:00,20377.08,20488.59,20377.08,20486.51,52.4704
2021-01-01 17:00:00+00:00,20479.61,20479.61,20466.19,20466.36,122.9924
2021-01-01 18:00:00+00:00,20475.34,20483.89,20441.35,20444.87,102.6912
2021-01-01 19:00:00+00:00,20454.66,20549.47,20442.27,20533.19,207.1466
2021-01-01 20:00:00+00:00,20540.28,20540.28,20394.3,20424.15,78.3491
2021-01-01 21:00:00+00:00,20437.74,20440.62,20220.44,20220.44,203.6712
2021-01-01 22:00:00+00:00,20225.38,20260.58,20225.38,20259.14,96.1502
2021-01-01 23:00:00+00:00,20268.21,20278.18,20174.43,20174.43,100.8795
2021-01-02 00:00:00+00:00,20180.24,20199.8,19917.36,19922.75,122.3574
2021-01-02 01:00:00+00:00,19928.13,19929.58,19804.04,19804.04,99.7497
2021-01-02 02:00:00+00:00,19809.29,19809.29,19730.68,19737.51,88.1775
2021-01-02 03:00:00+00:00,19739.33,19763.21,19583.16,19583.16,313.8482
2021-01-02 04:00:00+00:00,19593.87,19593.87,19387.61,19387.61,111.5342
