timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,19992.26,20000.49,19990.04,20000.0,342.7454
2021-01-01 01:00:00+00:00,20008.78,20080.99,19603.2,19641.47,251.894
2021-01-01 02:00:00+00:00,19641.53,19773.83,19641.53,19773.83,62.8486
2021-01-01 03:00:00+00:00,19767.05,19800.23,19763.46,19795.44,90.6733
2021-01-01 04:00:00+00:00,19796.95,19972.56,19786.26,19961.72,190.7175
2021-01-01 05:00:00+00:00,19966.47,20019.75,19956.77,20009.34,139.8427
2021-01-01 06:00:00+00:00,20000.35,20224.83,19977.45,20224.83,49.7797
2021-01-01 07:00:00+00:00,20218.76,20219.65,20214.36,20215.09,70.667
2021-01-01 08:00:00+00:00,20224.26,20229.34,20140.98,20140.98,72.0135
2021-01-01 09:00:00+00:00,20144.28,20203.93,20137.44,20201.35,193.5617
2021-01-01 10:00:00+00:00,20189.1,20240.61,20187.84,20240.61,119.2844
2021-01-01 11:00:00+00:00,20237.91,20237.91,20183.8,20183.8,88.9372
2021-01-01 12:00:00+00:00,20188.32,20190.18,20138.32,20143.51,224.2271
2021-01-01 13:00:00+00:00,20133.55,20236.96,20126.2,20220.27,205.2848
2021-01-01 14:00:00+00:00,20212.17,20297.02,20212.17,20290.89,133.4437
2021-01-01 15:00:00+00:00,20291.26,20316.22,20207.42,20214.66,138.0006
2021-01-01 16:00:00+00:00,20213.84,20219.87,20158.22,20158.22,94.2742
2021-01-01 17:00:00+00:00,20146.07,20191.56,19926.68,19936.01,158.8484
2021-01-01 18:00:00+00:00,19929.86,20137.7,19909.01,20137.7,122.5222
2021-01-01 19:00:00+00:00,20137.71,20150.05,20090.09,20103.03,61.26
2021-01-01 20:00:00+00:00,20102.5,20278.76,20101.48,20255.53,90.1683
2021-01-01 21:00:00+00:00,20254.3,20295.55,20254.18,20289.96,104.9446
2021-01-01 22:00:00+00:00,20295.22,20538.45,20282.17,20505.51,128.0244
2021-01-01 23:00:00+00:00,20507.58,20684.26,20491.17,20660.77,203.9299
2021-01-02 00:00:00+00:00,20666.09,20668.04,20657.45,20659.29,101.4407
2021-01-02 01:00:00+00:00,20656.19,20799.5,20652.13,20799.5,125.5755
2021-01-02 02:00:00+00:00,20799.76,20816.91,20635.29,20635.29,73.8332
2021-01-02 03:00:00+00:00,20639.61,20749.7,20618.67,20749.7,107.866
2021-01-02 04:00:00+00:00,20751.82,20769.17,20524.8,20524.8,142.8921
2021-01-02 05:00:00+00:00,20524.71,20536.19,20521.89,20534.51,84.7942
2021-01-02 06:00:00+00:00,20541.82,20656.75,20540.12,20630.95,269.6971
