timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,20051.3,20051.74,20044.82,20044.82,99.7505
2021-01-01 01:00:00+00:00,20051.55,20060.71,20014.48,20014.48,157.3156
2021-01-01 02:00:00+00:00,20010.29,20057.12,20001.84,20054.24,103.7423
2021-01-01 03:00:00+00:00,20045.94,20057.33,19979.55,19987.75,142.8684
2021-01-01 04:00:00+00:00,19989.44,20003.29,19987.71,20001.03,135.1716
2021-01-01 05:00:00+00:00,20001.01,20005.58,19983.76,19983.76,99.3042
2021-01-01 06:00:00+00:00,19985.2,19988.44,19928.14,19928.14,112.3268
2021-01-01 07:00:00+00:00,19927.43,19967.21,19924.44,19964.11,102.8263
2021-01-01 08:00:00+00:00,19960.45,20181.83,19928.38,20144.16,147.9716
2021-01-01 09:00:00+00:00,20141.71,20142.58,20141.28,20141.84,67.169
2021-01-01 10:00:00+00:00,20142.47,20144.76,20142.47,20144.76,101.7622
2021-01-01 11:00:00+00:00,20147.07,20150.18,20011.63,20036.26,119.6572
2021-01-01 12:00:00+00:00,20025.88,20025.88,20021.16,20023.04,81.1905
2021-01-01 13:00:00+00:00,20016.51,20023.54,19908.88,19924.67,74.2743
2021-01-01 14:00:00+00:00,19920.58,19963.79,19676.38,19707.13,124.0947
2021-01-01 15:00:00+00:00,19719.37,19847.71,19717.6,19845.51,200.489
2021-01-01 16:00:00+00:00,19839.83,20117.37,19821.26,20117.37,172.1605
2021-01-01 17:00:00+00:00,20121.69,20121.69,19730.59,19732.07,86.9079
2021-01-01 18:00:00+00:00,19729.94,20145.42,19729.94,20089.93,108.3651
2021-01-01 19:00:00+00:00,20076.94,20210.54,20075.98,20179.21,76.9885
2021-01-01 20:00:00+00:00,20165.84,20670.37,20126.18,20586.45,280.0183
2021-01-01 21:00:00+00:00,20575.37,20684.98,20575.37,20684.98,122.7105
2021-01-01 22:00:00+00:00,20686.33,21376.43,20568.12,21313.34,247.24
2021-01-01 23:00:00+00:00,21317.03,21375.18,21317.03,21367.97,159.7006
2021-01-02 00:00:00+00:00,21374.3,21572.58,21344.14,21565.87,111.8974
2021-01-02 01:00:00+00:00,21572.01,21576.61,21070.59,21070.59,205.0173
2021-01-02 02:00:00+00:00,21074.37,21204.26,20482.5,20528.27,220.3399
2021-01-02 03:00:00+00:00,20517.96,20555.05,20509.61,20554.13,106.214
2021-01-02 04:00:00+00:00,20549.3,20549.3,19983.97,20051.2,176.0421
2021-01-02 05:00:00+00:00,20049.55,20150.37,20049.55,20150.37,63.2877
2021-01-02 06:00:00+00:00,20145.63,20147.62,20130.02,20132.59,129.3697
2021-01-02 07:00:00+00:00,20137.94,20283.79,20137.94,20283.79,174.2948
2021-01-02 08:00:00+00:00,20286.94,20369.52,20286.94,20363.61,123.8107
